============Overall============
1566 templates in total. 566 attributes in total. 1247 values in total. 8010 extractions in total. ============Template============
#VALUE#\Qs the s\E#ATTRIBUTE#	125
#ATTRIBUTE#\Q and serv\E#VALUE#	478
#ATTRIBUTE#\Q were too \E#VALUE#	39
#ATTRIBUTE#\Q wasn't that \E#VALUE#	244
#VALUE#\Q with wasabi \E#ATTRIBUTE#	41
#ATTRIBUTE#\Q was top \E#VALUE#	39
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Qs.\E	274
#ATTRIBUTE#\Q and bbq \E#VALUE#	85
#ATTRIBUTE#\Q is always g\E#VALUE#	162
#ATTRIBUTE#\Q, great f\E#VALUE#	101
#VALUE#\Q and waffle \E#ATTRIBUTE#	278
\Qgreat \E#VALUE#\Q.\E	412
#ATTRIBUTE#\Q the akamaru \E#VALUE#	299
\Qthis place is gr\E#VALUE#\Q.\E	126
#ATTRIBUTE#\Q balance of \E#VALUE#	84
#VALUE#\Q a good \E#ATTRIBUTE#	167
#VALUE#\Q food and \E#ATTRIBUTE#	485
#ATTRIBUTE#\Q but no\E#VALUE#	88
#VALUE#\Q is a \E#ATTRIBUTE#	669
#ATTRIBUTE#\Q the rest of the \E#VALUE#	91
#ATTRIBUTE#\Q things about this \E#VALUE#	221
#ATTRIBUTE#\Q there for \E#VALUE#	96
#ATTRIBUTE#\Q sauce is \E#VALUE#	125
\Q\E#ATTRIBUTE#\Q was \E#VALUE#\Q!\E	23
#VALUE#\Q for their \E#ATTRIBUTE#	154
#ATTRIBUTE#\Q where the \E#VALUE#	34
#VALUE#\Q type of \E#ATTRIBUTE#	33
#VALUE#\Q things about this \E#ATTRIBUTE#	715
#ATTRIBUTE#\Q and it was \E#VALUE#	622
#ATTRIBUTE#\Q korean bbq \E#VALUE#	130
#ATTRIBUTE#\Q and pulled \E#VALUE#	112
\Qreally \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	25
#ATTRIBUTE#\Q with wasabi \E#VALUE#	139
#ATTRIBUTE#\Q just as \E#VALUE#	164
#ATTRIBUTE#\Q sandwich was \E#VALUE#	87
#VALUE#\Q of cole \E#ATTRIBUTE#	42
#ATTRIBUTE#\Q chicken waffle \E#VALUE#	39
#VALUE#\Q thing about this \E#ATTRIBUTE#	415
#ATTRIBUTE#\Q for about 45 \E#VALUE#	143
#ATTRIBUTE#\Q, but i \E#VALUE#	219
#ATTRIBUTE#\Q is relatively \E#VALUE#	24
#ATTRIBUTE#\Q to get a \E#VALUE#	378
#ATTRIBUTE#\Q in a \E#VALUE#	1432
#VALUE#\Q have a \E#ATTRIBUTE#	34
#ATTRIBUTE#\Q was about 20 \E#VALUE#	31
#ATTRIBUTE#\Q it was a \E#VALUE#	168
#ATTRIBUTE#\Q combo w\E#VALUE#	88
#ATTRIBUTE#\Q is really really \E#VALUE#	25
\Qe\E#ATTRIBUTE#\Q was \E#VALUE#\Q.\E	88
#ATTRIBUTE#\Q here on a \E#VALUE#	383
#ATTRIBUTE#\Q for this \E#VALUE#	573
#ATTRIBUTE#\Q is not \E#VALUE#	656
#ATTRIBUTE#\Qy and the \E#VALUE#	41
#VALUE#\Q pieces of \E#ATTRIBUTE#	33
#VALUE#\Q pulled pork \E#ATTRIBUTE#	116
#ATTRIBUTE#\Q was ridiculously \E#VALUE#	85
#VALUE#\Q but the \E#ATTRIBUTE#	1474
#ATTRIBUTE#\Q and bacon \E#VALUE#	158
#VALUE#\Qting at the \E#ATTRIBUTE#	259
#VALUE#\Qed at a t\E#ATTRIBUTE#	37
#VALUE#\Qd chicken & \E#ATTRIBUTE#	93
#VALUE#\Q you have to \E#ATTRIBUTE#	35
#ATTRIBUTE#\Q was around the \E#VALUE#	34
\Qlove this \E#VALUE#\Q.\E	180
\Qthe \E#VALUE#\Q was delicious.\E	33
#VALUE#\Qs of this \E#ATTRIBUTE#	196
#VALUE#\Qs in the \E#ATTRIBUTE#	288
#ATTRIBUTE#\Q was out the \E#VALUE#	308
#ATTRIBUTE#\Q is kinda \E#VALUE#	22
#ATTRIBUTE#\Q here for \E#VALUE#	757
#ATTRIBUTE#\Q was a little \E#VALUE#	359
#ATTRIBUTE#\Qs were really \E#VALUE#	302
#VALUE#\Qed the daikokuya \E#ATTRIBUTE#	82
#ATTRIBUTE#\Q was not as \E#VALUE#	128
#VALUE#\Q was great, \E#ATTRIBUTE#	82
#VALUE#\Q here with a \E#ATTRIBUTE#	152
#ATTRIBUTE#\Qs can get \E#VALUE#	99
\Q\E#VALUE#\Qs!\E	157
#VALUE#\Q place for \E#ATTRIBUTE#	594
#ATTRIBUTE#\Qs and the \E#VALUE#	202
#VALUE#\Qed with the \E#ATTRIBUTE#	35
#VALUE#\Q - the \E#ATTRIBUTE#	263
#VALUE#\Q i have ever \E#ATTRIBUTE#	130
#ATTRIBUTE#\Q was quite \E#VALUE#	374
#ATTRIBUTE#\Qs for a \E#VALUE#	62
#ATTRIBUTE#\Q about the \E#VALUE#	109
#ATTRIBUTE#\Q is well w\E#VALUE#	183
\Q\E#ATTRIBUTE#\Q \E#VALUE#\Qs.\E	64
#ATTRIBUTE#\Q before being \E#VALUE#	84
#ATTRIBUTE#\Q of cole \E#VALUE#	42
#ATTRIBUTE#\Q with a few \E#VALUE#	110
#ATTRIBUTE#\Q is e\E#VALUE#	588
#VALUE#\Q and the se\E#ATTRIBUTE#	44
#ATTRIBUTE#\Q buns are \E#VALUE#	208
#ATTRIBUTE#\Q sauce on the \E#VALUE#	88
#VALUE#\Q of their \E#ATTRIBUTE#	270
#VALUE#\Q is a must \E#ATTRIBUTE#	93
#ATTRIBUTE#\Q was a \E#VALUE#	1410
#VALUE#\Q and salted \E#ATTRIBUTE#	190
#ATTRIBUTE#\Q is a bit \E#VALUE#	345
#VALUE#\Q as my \E#ATTRIBUTE#	128
#ATTRIBUTE#\Qing in the \E#VALUE#	474
\Qvery \E#VALUE#\Q.\E	172
#VALUE#\Q, but the \E#ATTRIBUTE#	2068
#VALUE#\Q and baby back \E#ATTRIBUTE#	64
#ATTRIBUTE#\Qk with wasabi n\E#VALUE#	38
#VALUE#\Q about this \E#ATTRIBUTE#	3231
#ATTRIBUTE#\Q had a \E#VALUE#	360
#ATTRIBUTE#\Qs for the \E#VALUE#	281
#VALUE#\Q and sweet \E#ATTRIBUTE#	43
#ATTRIBUTE#\Q is the long \E#VALUE#	22
#VALUE#\Q where the \E#ATTRIBUTE#	34
#ATTRIBUTE#\Qs are also \E#VALUE#	124
\Qthe food is \E#VALUE#\Q.\E	55
#VALUE#\Q in the long \E#ATTRIBUTE#	116
#VALUE#\Q, not the \E#ATTRIBUTE#	38
#ATTRIBUTE#\Q, which was \E#VALUE#	353
#ATTRIBUTE#\Qs to the \E#VALUE#	34
#ATTRIBUTE#\Q was 45 \E#VALUE#	26
#VALUE#\Q in a \E#ATTRIBUTE#	842
#VALUE#\Q and pepper ice \E#ATTRIBUTE#	92
#ATTRIBUTE#\Qed about an \E#VALUE#	82
#ATTRIBUTE#\Q to grab a \E#VALUE#	39
\Qthe \E#VALUE#\Q is \E#ATTRIBUTE#\Q.\E	221
#ATTRIBUTE#\Q is always \E#VALUE#	1945
#ATTRIBUTE#\Qs just as \E#VALUE#	16
#ATTRIBUTE#\Q is still \E#VALUE#	302
#ATTRIBUTE#\Q is that \E#VALUE#	233
#ATTRIBUTE#\Q is a g\E#VALUE#	163
#ATTRIBUTE#\Qs are very \E#VALUE#	752
#ATTRIBUTE#\Q i've ever \E#VALUE#	482
#ATTRIBUTE#\Q has s\E#VALUE#	46
#ATTRIBUTE#\Q are a little \E#VALUE#	37
#VALUE#\Q and pulled \E#ATTRIBUTE#	116
#ATTRIBUTE#\Q out of the \E#VALUE#	123
\Qg\E#VALUE#\Q f\E#VALUE#\Q.\E	46
#VALUE#\Qped with whipped \E#ATTRIBUTE#	33
\Qgr\E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	321
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q ever!\E	38
#ATTRIBUTE#\Q one of the \E#VALUE#	325
#ATTRIBUTE#\Qed for about 20 \E#VALUE#	31
#ATTRIBUTE#\Q for two \E#VALUE#	118
#ATTRIBUTE#\Q more than 30 \E#VALUE#	63
\Qthe \E#VALUE#\Q.\E	142
#VALUE#\Qs are a \E#ATTRIBUTE#	84
#ATTRIBUTE#\Q really g\E#VALUE#	47
#ATTRIBUTE#\Qd just as \E#VALUE#	13
\Q\E#ATTRIBUTE#\Q are \E#VALUE#\Q.\E	33
#ATTRIBUTE#\Q and the m\E#VALUE#	86
#VALUE#\Q but a \E#ATTRIBUTE#	90
#ATTRIBUTE#\Q for the f\E#VALUE#	47
\Q\E#VALUE#\Q it!\E	140
#VALUE#\Q and full of \E#ATTRIBUTE#	42
#VALUE#\Q from a \E#ATTRIBUTE#	121
#ATTRIBUTE#\Qs for this \E#VALUE#	165
#ATTRIBUTE#\Q moves pretty \E#VALUE#	43
#VALUE#\Q with the \E#ATTRIBUTE#	1185
#VALUE#\Q an hour \E#ATTRIBUTE#	191
#ATTRIBUTE#\Q wasn't so \E#VALUE#	186
#ATTRIBUTE#\Q of potato \E#VALUE#	158
#ATTRIBUTE#\Q was fast and \E#VALUE#	202
#ATTRIBUTE#\Qed about 40 \E#VALUE#	95
#ATTRIBUTE#\Q about 15 \E#VALUE#	555
#VALUE#\Qly love this \E#ATTRIBUTE#	200
#VALUE#\Q and savory \E#ATTRIBUTE#	64
#VALUE#\Q is really \E#ATTRIBUTE#	704
#ATTRIBUTE#\Q from this \E#VALUE#	224
#ATTRIBUTE#\Q was gr\E#VALUE#	2918
#VALUE#\Q waiting in l\E#ATTRIBUTE#	126
#VALUE#\Q, but i \E#ATTRIBUTE#	244
#ATTRIBUTE#\Q and cheese \E#VALUE#	100
#VALUE#\Q to this \E#ATTRIBUTE#	1203
#ATTRIBUTE#\Q but not \E#VALUE#	517
#VALUE#\Q things about the \E#ATTRIBUTE#	113
#ATTRIBUTE#\Q about 40 \E#VALUE#	234
#ATTRIBUTE#\Q to be \E#VALUE#	1700
#VALUE#\Q that i \E#ATTRIBUTE#	111
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q ever.\E	37
#VALUE#\Q in a long \E#ATTRIBUTE#	215
#ATTRIBUTE#\Q is always so \E#VALUE#	27
#VALUE#\Q is one of the \E#ATTRIBUTE#	99
#VALUE#\Q serving of \E#ATTRIBUTE#	55
#ATTRIBUTE#\Q and good \E#VALUE#	141
#VALUE#\Q we were \E#ATTRIBUTE#	82
#VALUE#\Q are very \E#ATTRIBUTE#	149
#ATTRIBUTE#\Qs are too \E#VALUE#	170
#ATTRIBUTE#\Qs are extremely \E#VALUE#	63
#ATTRIBUTE#\Q to your \E#VALUE#	89
#ATTRIBUTE#\Q was actually \E#VALUE#	25
#ATTRIBUTE#\Q for s\E#VALUE#	288
#ATTRIBUTE#\Q french dip \E#VALUE#	277
#VALUE#\Q and it was \E#ATTRIBUTE#	204
#VALUE#\Q with good \E#ATTRIBUTE#	38
#ATTRIBUTE#\Q wasn't very \E#VALUE#	75
#ATTRIBUTE#\Q isn't as \E#VALUE#	64
#VALUE#\Q and roasted \E#ATTRIBUTE#	102
#VALUE#\Q on the s\E#ATTRIBUTE#	46
#ATTRIBUTE#\Q to this \E#VALUE#	542
#ATTRIBUTE#\Qing on their \E#VALUE#	49
#VALUE#\Q with some \E#ATTRIBUTE#	177
#VALUE#\Q, and i \E#ATTRIBUTE#	46
#ATTRIBUTE#\Q worth a \E#VALUE#	160
#VALUE#\Qly a great \E#ATTRIBUTE#	28
#VALUE#\Q, but my \E#ATTRIBUTE#	107
#ATTRIBUTE#\Qs benedict with \E#VALUE#	15
\Qexcellent \E#VALUE#\Q.\E	96
#VALUE#\Q, this is the \E#ATTRIBUTE#	212
#VALUE#\Q watermelon house \E#ATTRIBUTE#	18
#VALUE#\Q fan of \E#ATTRIBUTE#	125
#VALUE#\Q was quite \E#ATTRIBUTE#	114
\Qi \E#ATTRIBUTE#\Q \E#VALUE#\Qs place!\E	103
#ATTRIBUTE#\Q itself was \E#VALUE#	261
#VALUE#\Q and s\E#ATTRIBUTE#	879
#ATTRIBUTE#\Q in the \E#VALUE#	4882
#ATTRIBUTE#\Q is as g\E#VALUE#	93
#ATTRIBUTE#\Qs, but the \E#VALUE#	102
#ATTRIBUTE#\Q is al\E#VALUE#	2174
#ATTRIBUTE#\Qes we orde\E#VALUE#	35
#VALUE#\Q and 2 \E#ATTRIBUTE#	89
#ATTRIBUTE#\Q but nothing \E#VALUE#	42
\Q\E#VALUE#\Q was great.\E	89
#ATTRIBUTE#\Qed about 20 \E#VALUE#	359
#VALUE#\Qed caramel ice \E#ATTRIBUTE#	596
#ATTRIBUTE#\Q are quite \E#VALUE#	117
\Qthis place is gr\E#VALUE#\Q!\E	48
#VALUE#\Q here is \E#ATTRIBUTE#	425
#VALUE#\Qs and i \E#ATTRIBUTE#	241
#ATTRIBUTE#\Q is way \E#VALUE#	24
#ATTRIBUTE#\Q was a bit \E#VALUE#	436
#VALUE#\Q that we \E#ATTRIBUTE#	109
#VALUE#\Q, but nothing \E#ATTRIBUTE#	22
#VALUE#\Q customer s\E#ATTRIBUTE#	556
#VALUE#\Q of a \E#ATTRIBUTE#	1151
\Qgreat \E#VALUE#\Q!\E	203
#VALUE#\Q and pork \E#ATTRIBUTE#	203
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q?\E	159
#ATTRIBUTE#\Q with a side of \E#VALUE#	86
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Qed.\E	49
#VALUE#\Qing in a \E#ATTRIBUTE#	108
#VALUE#\Qing and the \E#ATTRIBUTE#	36
#ATTRIBUTE#\Q places in the \E#VALUE#	39
#ATTRIBUTE#\Q wrapped around the \E#VALUE#	114
#ATTRIBUTE#\Q here with a \E#VALUE#	352
#VALUE#\Q line out\E#ATTRIBUTE#	77
#VALUE#\Q were pretty \E#ATTRIBUTE#	203
#VALUE#\Qing for a \E#ATTRIBUTE#	580
#ATTRIBUTE#\Q for over an \E#VALUE#	137
#VALUE#\Q but not \E#ATTRIBUTE#	298
#ATTRIBUTE#\Q wasn't as \E#VALUE#	237
#ATTRIBUTE#\Q has the best \E#VALUE#	197
#ATTRIBUTE#\Qs are usually \E#VALUE#	23
#VALUE#\Q too s\E#ATTRIBUTE#	204
#ATTRIBUTE#\Q with 2 \E#VALUE#	185
#ATTRIBUTE#\Q love this \E#VALUE#	92
\Qi \E#ATTRIBUTE#\Q \E#VALUE#\Qs place.\E	151
#VALUE#\Qing to be \E#ATTRIBUTE#	232
\Qgreat \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	65
#VALUE#\Q by the \E#ATTRIBUTE#	240
#VALUE#\Q was very \E#ATTRIBUTE#	1013
#VALUE#\Qs is a \E#ATTRIBUTE#	162
#ATTRIBUTE#\Q was about 30 \E#VALUE#	65
#VALUE#\Q of the \E#ATTRIBUTE#	6097
#ATTRIBUTE#\Q was great and the \E#VALUE#	125
#ATTRIBUTE#\Q is very \E#VALUE#	2878
#ATTRIBUTE#\Q in line for 45 \E#VALUE#	123
#ATTRIBUTE#\Q or the \E#VALUE#	221
#VALUE#\Q is the \E#ATTRIBUTE#	1245
\Qthe \E#ATTRIBUTE#\Q is \E#VALUE#\Q!\E	149
#ATTRIBUTE#\Q bbq in \E#VALUE#	217
#ATTRIBUTE#\Q to go back and \E#VALUE#	204
#ATTRIBUTE#\Q rings and \E#VALUE#	106
#VALUE#\Q to eat \E#ATTRIBUTE#	37
#ATTRIBUTE#\Q and waffle \E#VALUE#	202
#VALUE#\Q, but this \E#ATTRIBUTE#	300
#ATTRIBUTE#\Q in this \E#VALUE#	257
#VALUE#\Q and great s\E#ATTRIBUTE#	59
#VALUE#\Qs were pretty \E#ATTRIBUTE#	102
#VALUE#\Q to be \E#ATTRIBUTE#	777
\Qnothing \E#VALUE#\Q.\E	34
#ATTRIBUTE#\Q all the \E#VALUE#	307
#ATTRIBUTE#\Q for my \E#VALUE#	542
#VALUE#\Q on a \E#ATTRIBUTE#	222
\Qit was \E#VALUE#\Q.\E	303
#VALUE#\Q are really \E#ATTRIBUTE#	147
#VALUE#\Q were very \E#ATTRIBUTE#	195
#ATTRIBUTE#\Q for your \E#VALUE#	408
#VALUE#\Qs at the \E#ATTRIBUTE#	303
#ATTRIBUTE#\Q, with a \E#VALUE#	33
#VALUE#\Q is absolutely \E#ATTRIBUTE#	60
#ATTRIBUTE#\Q here for a \E#VALUE#	167
#ATTRIBUTE#\Q for 30 \E#VALUE#	284
#ATTRIBUTE#\Q their other \E#VALUE#	208
#ATTRIBUTE#\Q melted in my \E#VALUE#	51
#ATTRIBUTE#\Q has some of the \E#VALUE#	11
#VALUE#\Q has a \E#ATTRIBUTE#	296
#ATTRIBUTE#\Q falls off the \E#VALUE#	89
#VALUE#\Q the akamaru \E#ATTRIBUTE#	275
\Q\E#VALUE#\Q se\E#ATTRIBUTE#\Q.\E	57
#VALUE#\Q to love this \E#ATTRIBUTE#	39
#VALUE#\Q is ridiculously \E#ATTRIBUTE#	34
#VALUE#\Q to find \E#ATTRIBUTE#	168
#VALUE#\Q a few \E#ATTRIBUTE#	254
#VALUE#\Q i had to \E#ATTRIBUTE#	87
#ATTRIBUTE#\Qs because the \E#VALUE#	35
#ATTRIBUTE#\Q back for \E#VALUE#	95
#VALUE#\Q beef s\E#ATTRIBUTE#	179
#ATTRIBUTE#\Qed for a \E#VALUE#	65
#VALUE#\Q were really \E#ATTRIBUTE#	176
#VALUE#\Q line of \E#ATTRIBUTE#	40
#ATTRIBUTE#\Q for 2 \E#VALUE#	187
#ATTRIBUTE#\Q was pretty g\E#VALUE#	504
#VALUE#\Q is the best \E#ATTRIBUTE#	117
#ATTRIBUTE#\Q the crawfish \E#VALUE#	144
#ATTRIBUTE#\Q sauce was \E#VALUE#	33
#ATTRIBUTE#\Q i was \E#VALUE#	119
#ATTRIBUTE#\Qing for an \E#VALUE#	27
#VALUE#\Qed the s\E#ATTRIBUTE#	58
#ATTRIBUTE#\Q dishes were \E#VALUE#	33
#ATTRIBUTE#\Q was good and \E#VALUE#	39
#ATTRIBUTE#\Q at the sushi \E#VALUE#	207
\Qit's that \E#VALUE#\Q.\E	31
#ATTRIBUTE#\Q back to this \E#VALUE#	92
#VALUE#\Q is my \E#ATTRIBUTE#	113
#ATTRIBUTE#\Q is fast and \E#VALUE#	80
#ATTRIBUTE#\Q for 45 \E#VALUE#	350
#ATTRIBUTE#\Q and so \E#VALUE#	49
\Q\E#VALUE#\Q!\E	531
#ATTRIBUTE#\Q and my \E#VALUE#	67
#ATTRIBUTE#\Q is quite \E#VALUE#	452
#ATTRIBUTE#\Q a s\E#VALUE#	164
#VALUE#\Q the s\E#ATTRIBUTE#	702
#VALUE#\Q the 2 hour \E#ATTRIBUTE#	24
#ATTRIBUTE#\Q some of the \E#VALUE#	58
\Qg\E#VALUE#\Q food.\E	37
#ATTRIBUTE#\Q and macaroni \E#VALUE#	207
#VALUE#\Q, but a \E#ATTRIBUTE#	50
#VALUE#\Q recommend this \E#ATTRIBUTE#	530
#ATTRIBUTE#\Q the portobello \E#VALUE#	147
#ATTRIBUTE#\Q were the \E#VALUE#	113
#ATTRIBUTE#\Q sandwich double \E#VALUE#	40
\Qthe \E#VALUE#\Q was \E#ATTRIBUTE#\Q.\E	246
#ATTRIBUTE#\Q was still \E#VALUE#	323
#ATTRIBUTE#\Q worth the \E#VALUE#	502
#VALUE#\Q with two \E#ATTRIBUTE#	109
#ATTRIBUTE#\Q, and onion \E#VALUE#	44
#VALUE#\Q are always \E#ATTRIBUTE#	90
#ATTRIBUTE#\Q about 20 \E#VALUE#	656
#ATTRIBUTE#\Q place in the \E#VALUE#	133
#ATTRIBUTE#\Q came out \E#VALUE#	318
#VALUE#\Q the long \E#ATTRIBUTE#	778
#VALUE#\Q if the \E#ATTRIBUTE#	207
#ATTRIBUTE#\Q and a \E#VALUE#	1709
#ATTRIBUTE#\Qed at the \E#VALUE#	174
#ATTRIBUTE#\Q of people \E#VALUE#	324
#ATTRIBUTE#\Q be coming \E#VALUE#	201
#ATTRIBUTE#\Q is fairly \E#VALUE#	138
#VALUE#\Q and friendly \E#ATTRIBUTE#	212
#ATTRIBUTE#\Q but i \E#VALUE#	110
\Q\E#ATTRIBUTE#\Q \E#VALUE#\Qs place.\E	60
#VALUE#\Q, great s\E#ATTRIBUTE#	106
#VALUE#\Q and it \E#ATTRIBUTE#	129
#ATTRIBUTE#\Q waiting in \E#VALUE#	172
#ATTRIBUTE#\Q here is so \E#VALUE#	30
\Qso \E#VALUE#\Q.\E	452
#ATTRIBUTE#\Qs a g\E#VALUE#	132
#ATTRIBUTE#\Qs were pretty g\E#VALUE#	59
#ATTRIBUTE#\Q in long \E#VALUE#	92
\Qi love \E#VALUE#\Q.\E	105
#ATTRIBUTE#\Q isn't that \E#VALUE#	138
#VALUE#\Q on this \E#ATTRIBUTE#	226
#VALUE#\Q here last \E#ATTRIBUTE#	45
#ATTRIBUTE#\Q was already \E#VALUE#	24
\Qvery \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	202
#ATTRIBUTE#\Qs are a bit \E#VALUE#	209
#ATTRIBUTE#\Qs right off the \E#VALUE#	84
#ATTRIBUTE#\Q was extremely \E#VALUE#	543
#VALUE#\Q but this \E#ATTRIBUTE#	184
#ATTRIBUTE#\Q for about 15 \E#VALUE#	172
#VALUE#\Qing in the \E#ATTRIBUTE#	240
#VALUE#\Q place to \E#ATTRIBUTE#	232
#ATTRIBUTE#\Qs of ice \E#VALUE#	86
\Q\E#VALUE#\Q this place.\E	125
#ATTRIBUTE#\Q were very \E#VALUE#	628
#VALUE#\Q to try this \E#ATTRIBUTE#	698
#ATTRIBUTE#\Q of my \E#VALUE#	185
#ATTRIBUTE#\Q, and the \E#VALUE#	950
#VALUE#\Q is super \E#ATTRIBUTE#	229
#VALUE#\Q the daikoku \E#ATTRIBUTE#	251
\Q\E#VALUE#\Qs.\E	287
#VALUE#\Q one of the \E#ATTRIBUTE#	227
\Qg\E#VALUE#\Q s\E#ATTRIBUTE#\Q.\E	74
#ATTRIBUTE#\Q the r\E#VALUE#	56
#ATTRIBUTE#\Q is pretty damn \E#VALUE#	39
#VALUE#\Qed the r\E#ATTRIBUTE#	52
#VALUE#\Q and this \E#ATTRIBUTE#	274
#VALUE#\Q is great and the \E#ATTRIBUTE#	106
#ATTRIBUTE#\Q on a sunday \E#VALUE#	112
#ATTRIBUTE#\Q with wine \E#VALUE#	180
#VALUE#\Qutes for a \E#ATTRIBUTE#	304
#VALUE#\Qs is not the \E#ATTRIBUTE#	59
\Q\E#VALUE#\Q is \E#ATTRIBUTE#\Q.\E	58
#VALUE#\Q to avoid the \E#ATTRIBUTE#	35
#ATTRIBUTE#\Q for a s\E#VALUE#	130
#ATTRIBUTE#\Q waiting to be \E#VALUE#	47
#ATTRIBUTE#\Q to go for \E#VALUE#	149
#VALUE#\Qes of the \E#ATTRIBUTE#	104
#VALUE#\Q for the amount of \E#ATTRIBUTE#	144
#VALUE#\Q this is the \E#ATTRIBUTE#	150
#VALUE#\Qed the pulled \E#ATTRIBUTE#	39
#VALUE#\Q was a little \E#ATTRIBUTE#	50
#ATTRIBUTE#\Q out this \E#VALUE#	33
#ATTRIBUTE#\Qs were also \E#VALUE#	59
\Qservice was \E#VALUE#\Q.\E	176
#ATTRIBUTE#\Q about an \E#VALUE#	147
#VALUE#\Q while we \E#ATTRIBUTE#	90
#ATTRIBUTE#\Q was very \E#VALUE#	3476
#ATTRIBUTE#\Q was really \E#VALUE#	2345
\Q\E#ATTRIBUTE#\Q was \E#VALUE#\Q.\E	661
#ATTRIBUTE#\Q to come back and \E#VALUE#	104
#ATTRIBUTE#\Q about 30 \E#VALUE#	548
#ATTRIBUTE#\Q the fried \E#VALUE#	121
#ATTRIBUTE#\Q with the \E#VALUE#	918
#VALUE#\Q for the p\E#ATTRIBUTE#	282
#ATTRIBUTE#\Qer was very \E#VALUE#	88
#ATTRIBUTE#\Q melts in your \E#VALUE#	139
#VALUE#\Q has great \E#ATTRIBUTE#	34
\Qi \E#VALUE#\Q this \E#ATTRIBUTE#\Q!\E	321
#ATTRIBUTE#\Q and f\E#VALUE#	890
#ATTRIBUTE#\Q was sooo \E#VALUE#	60
