============Overall============
149 templates in total. 480 attributes in total. 697 values in total. 2104 extractions in total. ============Template============
\Qthe \E#ATTRIBUTE#\Q was \E#VALUE#\Q!\E	239
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q ice cream\E	50
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q bowl was\E	14
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q!\E	1679
\Q food, \E#VALUE#\Q \E#ATTRIBUTE#\Q, \E	11
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q to go\E	94
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q was really\E	142
\Q and \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	162
\Qthe \E#ATTRIBUTE#\Q was very \E#VALUE#\Q.\E	44
#ATTRIBUTE#\Q to go for \E#VALUE#	72
#ATTRIBUTE#\Q is quick and \E#VALUE#	13
\Q\E#VALUE#\Q this \E#ATTRIBUTE#\Q!\E	403
\Qi \E#VALUE#\Q this \E#ATTRIBUTE#\Q.\E	831
#ATTRIBUTE#\Q here is very \E#VALUE#	41
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q i've ever\E	91
\Qnot a \E#VALUE#\Q \E#ATTRIBUTE#\Q of the\E	11
#VALUE#\Q the 45 minute \E#ATTRIBUTE#	13
\Qthe \E#ATTRIBUTE#\Q are \E#VALUE#\Q.\E	76
#ATTRIBUTE#\Q is one of the \E#VALUE#	190
#VALUE#\Q the akamaru modern \E#ATTRIBUTE#	72
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q, \E	702
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q and \E	92
#ATTRIBUTE#\Q here is pretty \E#VALUE#	40
\Q \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	137
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q for a\E	103
#ATTRIBUTE#\Q is by far the \E#VALUE#	11
\Q\E#ATTRIBUTE#\Q was \E#VALUE#\Q.\E	1002
#VALUE#\Q is the best \E#ATTRIBUTE#	27
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q and the\E	78
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q had a\E	71
\Qs or 1 \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	11
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q i have\E	98
\Q\E#ATTRIBUTE#\Q: \E#VALUE#\Q.\E	26
#ATTRIBUTE#\Q is not as \E#VALUE#	11
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q in san\E	104
\Qi \E#VALUE#\Q this \E#ATTRIBUTE#\Q!\E	535
#ATTRIBUTE#\Q was one of the \E#VALUE#	33
\QÊThe \E#ATTRIBUTE#\Q is \E#VALUE#\Q and the\E	22
\Qi had the \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	59
#VALUE#\Q, this is the \E#ATTRIBUTE#	82
\Qmy \E#VALUE#\Q \E#ATTRIBUTE#\Q is the\E	37
#ATTRIBUTE#\Q is fast and \E#VALUE#	14
\Q\E#ATTRIBUTE#\Q is \E#VALUE#\Q.\E	521
\Q\E#VALUE#\Q the \E#ATTRIBUTE#\Q!\E	78
\Qthe \E#ATTRIBUTE#\Q is \E#VALUE#\Q and the\E	560
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	4760
#ATTRIBUTE#\Q can be pretty \E#VALUE#	11
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q is so\E	23
#ATTRIBUTE#\Q is a bit \E#VALUE#	246
\Qthis \E#ATTRIBUTE#\Q is \E#VALUE#\Q.\E	1127
#ATTRIBUTE#\Q was not too \E#VALUE#	36
#ATTRIBUTE#\Q was way too \E#VALUE#	41
\Qi'm a \E#VALUE#\Q \E#ATTRIBUTE#\Q of the\E	13
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q i've had\E	100
#ATTRIBUTE#\Q is also very \E#VALUE#	75
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q in the\E	103
#VALUE#\Q baby back rib \E#ATTRIBUTE#	16
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q sandwich is\E	11
#ATTRIBUTE#\Q is a little \E#VALUE#	252
\QÊThe \E#ATTRIBUTE#\Q was \E#VALUE#\Q and the\E	63
\Qthe \E#ATTRIBUTE#\Q here is \E#VALUE#\Q.\E	84
\Q\E#ATTRIBUTE#\Q was \E#VALUE#\Q!\E	23
#ATTRIBUTE#\Q was a bit \E#VALUE#	412
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q was a\E	320
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q is the\E	120
\Qthe \E#ATTRIBUTE#\Q was \E#VALUE#\Q and the\E	468
#VALUE#\Q part of this \E#ATTRIBUTE#	12
\Qbest \E#VALUE#\Q \E#ATTRIBUTE#\Q i've ever\E	26
#VALUE#\Q things about this \E#ATTRIBUTE#	672
#ATTRIBUTE#\Q here is really \E#VALUE#	34
\QÊThe \E#VALUE#\Q \E#ATTRIBUTE#\Q was a\E	56
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q?\E	228
\Qthe \E#ATTRIBUTE#\Q is \E#VALUE#\Q.\E	1191
#ATTRIBUTE#\Q at least an \E#VALUE#	30
#ATTRIBUTE#\Q and it was \E#VALUE#	408
\Qreally \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	24
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q was the\E	68
\Qmy \E#VALUE#\Q \E#ATTRIBUTE#\Q of the\E	23
\Qthe \E#ATTRIBUTE#\Q was \E#VALUE#\Q but not\E	34
\Qmy \E#VALUE#\Q \E#ATTRIBUTE#\Q was the\E	34
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q was good,\E	25
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q of the\E	29
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q ice cream\E	81
#VALUE#\Q thing about this \E#ATTRIBUTE#	508
#ATTRIBUTE#\Q can get pretty \E#VALUE#	42
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q was good\E	132
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q to take\E	13
#ATTRIBUTE#\Q was not that \E#VALUE#	35
#ATTRIBUTE#\Q has the best \E#VALUE#	26
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q i've ever\E	255
\Qthe \E#ATTRIBUTE#\Q was \E#VALUE#\Q, but i\E	37
\Qit was \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	48
\Qi \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	62
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q fries were\E	30
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q was so\E	67
\Qfoie \E#VALUE#\Q, \E#ATTRIBUTE#\Q, maple sausage\E	33
#ATTRIBUTE#\Q is just that \E#VALUE#	13
\Q\E#VALUE#\Q this \E#ATTRIBUTE#\Q.\E	249
\Qgreat \E#VALUE#\Q \E#ATTRIBUTE#\Q.\E	69
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q ever!\E	44
\Qi wasn't a \E#VALUE#\Q \E#ATTRIBUTE#\Q of the\E	12
\Q\E#VALUE#\Q \E#ATTRIBUTE#\Q is a\E	216
#ATTRIBUTE#\Q is a must \E#VALUE#	28
#ATTRIBUTE#\Q to take a \E#VALUE#	24
#ATTRIBUTE#\Q here is so \E#VALUE#	23
\QÊThe \E#ATTRIBUTE#\Q was \E#VALUE#\Q.\E	349
\Q\E#ATTRIBUTE#\Q was \E#VALUE#\Q and the\E	28
\Qthe \E#VALUE#\Q \E#ATTRIBUTE#\Q is a\E	220
#VALUE#\Q part of the \E#ATTRIBUTE#	750
============Extraction============
grilled	bread	32
ground	beef	64
main	event	15
new	flavors	16
thursday	night	819
garlic	noodles	814
nice	crust	16
enjoyable	experience	14
amazing	food	3740
best	breakfast	308
cal	burger	16
gruyere	sandwich	15
banana	tart	30
roasted	banana	4159
full	meal	88
date	night	63
chinese	restaurants	372
pork	burger	582
right	place	93
hot	dogs	16
great	consistency	12
fatty	pork	114
open	kitchen	1133
flatiron	steak	240
chocolate	cake	504
good	seafood	11
days	later	82
good	restaurant	216
small	burger	24
okay	place	12
great	burgers	18
worth	ordering	17
good	steak	12
better	service	368
good	burger	1094
spicy	paste	14
tonkotsu	soup	13
high	prices	95
love	pizza	13
cheese	bread	12
open	late	147
friendly	staff	2662
kbbq	places	18
tangy	sauce	202
soup	noodles	12
ice	creams	719
italian	sausage	105
grilled	chicken	92
chicken	broth	12
yummy	yummy	26
hollenbeck	burrito	115
cozy	place	11
bring	home	25
breakfast	menu	19
fried	fish	18
burger	place	104
chocolate	bar	132
pricey	place	24
crowded	restaurant	11
pork	bowl	877
star	restaurants	11
good	salad	192
grilled	octopus	1038
mind	blowing	441
lamb	sandwich	922
tasty	burger	69
chili	sauce	18
back	ribs	7200
french	toast	10753
two	pizzas	23
sunday	evening	42
course	tasting	30
parking	spot	402
excellent	pizza	13
four	people	131
consistently	good	141
sooo	good	1444
bit	spicy	28
cream	flavor	58
wrong	things	11
birthday	dinner	1023
best	desserts	12
street	food	11
fresh	cut	13
big	eater	87
great	ramen	1163
sashimi	lunch	86
creme	fraiche	637
savory	dish	18
bad	food	72
extra	charge	12
super	delicious	447
five	minutes	217
parmesan	fondue	23
red	onions	90
chinese	restaurant	1120
peanut	brittle	1223
pork	broth	320
southern	california	790
bit	expensive	35
grilled	onions	76
food	restaurant	14
ready	table	710
rich	food	24
make	reservations	789
bruxie	burger	1757
great	idea	322
belly	sliders	1039
ten	minutes	101
ginger	caramel	13
small	tables	68
awesome	ramen	21
great	restaurant	632
portabello	fries	1682
santa	ramen	70
unique	taste	104
craving	bbq	13
sweet	things	28
japanese	restaurants	100
pork	dip	17
rest	home	28
try	ramen	13
smoked	salmon	1113
good	fish	16
avoid	line	16
best	meal	1280
toasted	bread	20
star	review	443
spectacular	service	13
italian	restaurants	16
creme	tart	43
small	place	2471
great	dinner	94
good	grub	17
portabella	fries	73
steamed	veggies	53
nice	ambiance	335
wasabi	noodles	1510
decent	price	141
mushroom	rice	13
eat	ramen	174
best	biscuits	15
amazingly	delicious	46
limited	seating	976
belly	sandwich	17
cream	flavors	200
burrata	pizza	911
reading	reviews	18
crisp	bbq	317
love	ramen	878
special	occasion	668
worth	trip	567
bbq	beans	216
dessert	waffles	24
high	ceiling	262
great	broth	32
hollandaise	sauce	739
boiled	egg	1653
different	kinds	17
awesome	flavor	12
top	quality	44
reat	place	21
date	spot	75
better	food	402
specials	menu	15
fresh	guacamole	11
pao	chicken	781
found	parking	22
baked	apples	13
pomegranate	sauce	199
understand	hype	27
fine	food	14
great	texture	781
late	lunch	264
breakfast	spot	98
good	sandwiches	11
early	lunch	18
extra	sauce	364
great	ambience	83
truffle	burger	3423
ponzu	sauce	65
sausage	gravy	765
shredded	lettuce	11
attentive	service	741
broham	sandwich	195
hot	days	17
fried	beans	45
coffee	toffee	1283
ood	came	24
big	tables	11
bar	area	636
great	sides	70
better	places	30
ground	pork	17
wine	pairing	318
best	service	307
excellent	service	3598
perfect	service	36
bacon	bits	27
sweetened	cream	11
mind	wait	12
satisfying	meal	78
red	broth	11
yogurt	sauce	19
best	sushi	329
wild	mushroom	41
great	start	14
waffle	fries	1254
ginger	soy	433
black	cod	611
cheese	burrito	181
mexican	food	4823
amazing	sauce	367
great	appetizer	13
loud	place	193
tastes	great	45
greek	restaurant	397
favorite	restaurant	1284
truffle	cheese	161
pretty	good	11478
hard	side	11
chocolate	beignet	33
memorable	experience	17
crunch	bar	725
believe	hype	621
exceptional	food	17
signature	burger	90
salty	goodness	12
blown	away	1278
saturday	night	2579
breakfast	places	51
tasting	menus	21
fried	eggs	14
iced	teas	18
huge	portions	2025
better	ramen	228
busy	restaurant	21
expensive	place	11
love	ribs	12
chocolate	croissant	651
sweet	cream	200
surprisingly	good	315
take	home	1161
red	food	21
fish	dishes	21
room	temperature	26
mustard	sauce	317
portobello	fries	5333
good	portions	81
smokey	flavor	69
great	appetizers	12
banana	flavor	183
white	decor	16
hit	spot	972
great	reviews	1184
pretty	amazing	357
japanese	kanpachi	11
french	macaroons	18
four	stars	960
back	home	563
amazing	experience	18
pork	ramen	46
quality	meat	223
hot	damn	66
cheese	grits	28
good	fries	24
bland	side	17
lacking	flavor	18
grilled	meatballs	11
goat	stew	225
better	deal	15
sesame	oil	26
sushi	gen	838
red	peppers	13
generous	portions	250
tiny	restaurant	87
extra	egg	28
brown	sugar	1957
side	dish	393
right	side	15
wasabi	sauce	40
diet	coke	111
fresh	mozzarella	18
french	beef	66
different	story	87
salty	side	580
great	menu	26
worth	hype	540
personal	preference	256
best	barbecue	15
beef	stew	90
bowl	combo	70
new	things	165
lamb	meatballs	68
toffee	coffee	132
best	food	387
iced	food	15
currant	sauce	202
waffle	sandwich	1735
food	came	64
chicken	bowl	46
mexican	places	22
green	eggs	1323
hella	good	36
large	party	368
sweet	sauce	426
good	job	66
nice	place	635
fresh	veggies	15
friday	afternoon	108
alted	caramel	102
red	meat	169
classy	place	14
full	dinner	95
best	pizza	1741
french	laundry	18
good	wine	19
totto	ramen	69
private	room	24
fusion	restaurant	130
ribeye	steak	114
french	macarons	13
beet	salad	184
real	good	123
late	night	52
pecan	pie	29
japanese	posters	12
grey	tea	128
famous	ramen	13
tasty	ramen	18
delicious	sandwich	72
fresh	strawberries	87
seasonal	fruit	23
food	network	760
best	coffee	13
five	people	11
chocolate	pieces	74
chinese	food	804
big	disappointment	13
small	lot	20
grilled	fish	17
fried	egg	1360
red	onion	18
green	salad	22
monday	afternoon	24
long	line	7138
gooey	cheese	16
bit	small	280
eat	place	30
caesar	salad	724
pickled	ginger	127
japanese	food	413
scrambled	egg	15
pretty	big	350
sweeter	side	14
crowded	place	83
best	quality	11
early	dinner	258
kale	salad	18
great	crust	11
great	deal	741
small	plate	14
soft	bread	34
texas	bbq	20
perfect	timing	12
small	menu	40
fast	service	1090
creme	brulee	1312
fresh	sashimi	80
better	burger	26
great	staff	510
greek	yogurt	77
caramelized	onions	958
pretty	busy	34
brisket	sandwich	203
large	bowl	22
two	burgers	22
absolutely	delicious	955
large	parties	336
fava	beans	15
green	beans	1404
swiss	cheese	360
complex	flavors	16
pretty	tasty	900
good	ramen	2885
potato	pancakes	132
perfect	amount	24
chocolate	beignets	35
nice	atmosphere	357
restaurant	experience	16
cut	fries	606
small	line	24
good	conversation	15
juicy	burger	13
italian	pizza	12
wine	list	544
steamed	rice	17
good	tacos	88
tasting	menu	2695
moves	quickly	63
best	croissant	81
regular	menu	424
high	quality	1240
slightly	spicy	32
downtown	area	36
perfect	combo	15
ramen	dish	15
fun	place	367
bad	service	514
crazy	wait	17
ramen	broth	398
rice	dish	46
special	place	24
best	sandwich	118
pickled	eggs	140
smoke	flavor	92
anytime	soon	720
modern	decor	44
flaky	crust	30
long	ago	72
entire	life	630
big	portion	90
unique	flavors	1260
bad	meal	16
unami	burger	13
toasted	banana	23
iced	brisket	43
authentic	ramen	72
red	wine	186
teriyaki	chicken	17
legit	place	69
good	ones	11
nice	kick	83
average	burger	11
big	hit	12
valet	service	12
super	rich	47
great	desserts	11
overrated	place	312
worth	trying	1284
fresh	food	85
white	rice	110
crawfish	beignets	1659
burnt	sugar	15
high	side	14
overly	sweet	450
big	party	170
ricotta	cheese	14
food	experience	58
meat	dish	11
soft	drinks	14
small	dish	32
slightly	sweet	151
side	note	316
good	bbq	1773
saturday	afternoon	963
full	menu	38
best	dishes	84
real	food	18
crispy	skin	110
meat	burrito	68
small	plates	1640
dry	side	207
add	cheese	13
ood	coma	70
brunch	places	19
big	deal	1337
beefy	ribs	1186
french	roll	170
buddha	bowl	874
seared	scallops	24
small	cup	12
cafeteria	food	11
nice	crunch	90
sashimi	plate	150
soft	bun	66
red	taste	28
sushi	restaurants	50
green	sauce	362
sweet	bread	25
head	cheese	13
writing	review	117
small	sides	20
greek	restaurants	28
santa	monica	105
worth	getting	15
hot	chocolate	576
minutes	later	1126
eat	service	31
best	friend	340
dessert	menu	126
dipped	sandwich	840
octopus	salad	20
great	dish	110
meat	sauce	14
multiple	times	368
spicy	mustard	644
red	pancakes	11
excellent	meal	19
fish	dish	20
main	dishes	244
impeccable	service	1140
delightful	experience	11
chopped	salad	11
darn	good	780
better	experience	104
sweet	flavor	22
great	salad	30
ordered	pizza	11
green	onion	832
popular	dish	14
white	walls	1045
pizza	places	14
tasty	dishes	11
bad	place	72
full	stomach	16
best	bakeries	11
cheese	sauce	48
new	favorite	115
marinated	egg	16
two	tacos	24
red	pepper	21
thin	crust	1028
great	food	9813
greasy	side	14
red	water	11
good	overall	75
american	cheese	84
food	joint	72
cold	night	132
better	place	108
right	amount	81
cream	sandwich	204
honey	lavender	5908
green	onions	2900
best	flavor	32
cooked	salmon	22
horrendous	wait	14
awesome	bbq	86
great	experience	2634
okay	food	174
salt	caramel	69
long	way	68
pork	fat	153
small	space	329
bbq	experience	12
best	restaurants	222
good	pastries	13
chocolate	souffle	527
perfect	broth	30
shredded	pork	586
banana	waffle	22
extra	spicy	15
popular	restaurant	11
good	broth	200
favorite	ramen	32
pork	sandwiches	31
soooo	good	1162
good	luck	178
refried	beans	185
ood	service	14
roasted	pork	12
hot	fudge	540
numerous	times	120
two	friends	66
cream	places	64
chicory	coffee	99
best	sashimi	14
amazing	cream	12
days	ago	80
sweet	waffle	73
cream	place	403
ippudo	ramen	74
shishito	peppers	22
flavorful	broth	342
white	wine	165
smith	apple	108
bomb	food	12
kotteri	broth	14
red	dessert	14
two	flavors	200
crispy	crust	62
green	tea	1573
two	appetizers	23
beautiful	place	65
flavorful	meat	12
big	group	814
different	dishes	238
noodle	dish	13
daikokuya	ramen	1522
seating	area	96
definitely	return	168
decent	size	44
favorite	part	1025
eat	ribs	16
nice	flavor	234
onion	soup	66
shitake	mushrooms	26
sweet	ones	16
new	orleans	1116
worth	experience	28
fresh	sushi	198
better	bbq	36
lunch	rush	370
great	concept	84
miso	ramen	1242
bean	sauce	110
love	bruxie	22
quick	bite	132
eating	ramen	56
love	cheese	19
right	places	22
egg	noodles	44
dining	area	1484
delicious	broth	302
style	restaurant	13
east	side	11
quality	food	273
thin	minutes	31
friendly	service	2976
soo	good	844
solid	food	21
dinner	service	15
crazy	lines	12
lunch	hours	37
best	biscuit	12
small	side	548
good	work	69
ramen	dishes	17
different	places	38
clean	restaurant	13
poor	service	332
margarita	pizza	215
truffle	glaze	14
super	tender	402
perfect	temperature	66
good	restaurants	26
shredded	cheese	103
good	friends	84
super	sweet	236
pasta	dishes	72
finding	parking	265
parmesan	crisp	269
clean	lines	13
great	flavor	1470
bit	bland	141
rich	flavor	95
sushi	places	99
free	parking	420
burger	experience	14
extra	fat	17
second	visit	126
huge	fan	984
liege	waffle	23
best	pancakes	87
good	ribs	217
rave	reviews	594
wonderful	service	208
passion	fruit	31
red	pizza	29
mushroom	pizza	75
amazing	burger	17
delicious	flavors	18
mexican	restaurant	244
nice	guy	78
pork	buns	3877
sassy	wings	96
lamb	dishes	22
two	years	28
hot	glass	13
good	rice	31
asada	burrito	441
unique	flavor	198
crawfish	beignet	1155
skip	line	13
red	sugar	193
birthday	celebration	24
great	decor	18
love	tartine	30
beef	rib	141
cooked	perfectly	2965
sushi	rice	63
rice	bowl	690
ready	food	168
pretty	quickly	725
crappy	service	13
favorite	place	625
fried	cheese	127
tasty	sauce	16
favorite	dessert	17
thick	noodles	11
fusion	restaurants	13
miso	paste	476
course	menu	18
morning	buns	1456
set	menu	12
toasted	coconut	1318
worth	eating	12
best	ones	11
dozen	times	28
small	salad	120
great	service	8833
wrong	place	12
bbq	food	19
ice	cream	37651
honey	lavendar	406
fatty	tuna	67
sushi	place	185
perfect	texture	802
main	course	1514
taco	place	14
bacon	egg	17
ramen	house	162
truffle	fries	34
crab	cake	40
pork	sandwich	1351
big	bowl	30
chewy	noodles	72
tasting	food	38
korean	restaurant	128
long	wait	10395
cream	tart	992
enjoy	food	72
banana	split	30
egg	dish	18
done	right	385
month	ago	102
bit	loud	35
great	company	85
lunch	hour	104
cherry	tomatoes	39
stay	away	106
noodle	bar	54
west	coast	720
yelp	reviews	1982
perfect	place	428
taco	truck	29
burger	joint	419
full	restaurant	28
newport	seafood	67
house	ramen	21
business	dinner	15
good	cream	99
terrible	service	77
red	scallops	25
amazing	flavors	83
original	ramen	12
fresh	ingredients	807
extra	noodles	252
mexican	joint	15
rude	service	12
communal	table	123
belly	sandwiches	1230
wooden	tables	32
awesome	broth	12
potato	salad	4429
quality	ingredients	350
almond	croissants	22
seafood	restaurant	288
crazy	busy	27
pasta	dish	207
open	table	113
brunch	place	124
empty	tables	22
buttery	goodness	101
red	perfectly	32
cheddar	cheese	993
ricotta	pancakes	22
thin	fries	111
bay	area	1016
good	things	104
wonderful	place	90
good	friend	162
nice	service	112
trendy	place	15
mexican	tacos	19
egg	bowl	18
complimentary	bread	17
personal	taste	18
peak	times	106
raw	fish	127
blue	cheese	1202
style	pizza	139
curry	noodles	16
best	meals	780
french	pastries	19
banana	pancakes	58
super	good	634
mind	waiting	48
eating	experience	18
years	ago	2096
stop	eating	26
sparkling	water	621
rich	broth	248
great	lunch	15
meat	chicken	12
two	dishes	17
new	restaurant	16
super	yummy	480
iceberg	lettuce	107
nice	texture	71
sweet	tea	1365
friendly	people	87
perfect	consistency	77
tasty	dish	15
scrambled	eggs	715
boneless	chicken	12
full	tasting	11
soft	serve	1089
quail	egg	534
best	pizzas	15
packed	restaurant	83
interesting	flavor	12
main	entrees	11
nice	presentation	13
ramen	spot	48
outdoor	seating	655
rush	hour	36
awful	service	18
licking	good	43
cooked	egg	12
huge	disappointment	19
beef	brisket	415
awesome	meal	15
belly	chashu	30
solid	place	13
frangipane	croissant	26
perfect	meal	238
italian	food	188
good	soup	17
good	chicken	108
damn	good	1532
min	wait	1094
soy	sauce	1311
fried	oysters	195
nice	people	94
decent	food	542
toro	sandwich	87
sashimi	bowl	60
watermelon	juice	18
cute	place	95
mediterranean	food	52
chocolate	sauce	48
good	times	179
dark	chocolate	804
chocolate	coconut	37
walnut	shrimp	47
pretty	delicious	178
liver	toast	902
pickled	egg	333
sashimi	combo	24
pastrami	sandwich	195
pita	bread	168
small	table	16
michelin	restaurant	12
clean	place	18
end	meal	69
large	plate	11
manly	burger	1311
organic	ingredients	29
miso	soup	1600
extra	special	11
good	flavors	38
horrible	service	179
fancy	restaurant	21
bbq	restaurant	126
large	group	1140
good	texture	133
gruyere	cheese	195
orange	cardamom	39
lamb	dip	214
watermelon	tea	1322
lavender	honey	109
read	pudding	705
amazingly	good	300
japanese	ramen	894
creamy	broth	14
hate	wait	14
margherita	pizza	2061
dijon	mustard	22
french	dip	5116
tonkatsu	ramen	20
special	ramen	132
entire	experience	17
nacho	cheese	11
meat	eater	30
french	bread	38
signature	dish	90
counter	service	15
boiled	eggs	17
mediocre	ramen	14
iced	tea	4413
culinary	experience	15
soggy	bread	94
miles	away	125
write	review	26
banana	cream	74
recent	visit	102
red	oven	17
sweet	chocolate	17
hate	lines	17
cooked	noodles	17
pork	chops	409
tiny	place	797
big	groups	164
chinese	broccoli	70
love	sauce	17
big	table	11
mascarpone	cheese	12
fantastic	experience	16
smoky	flavor	185
extra	flavor	40
pretty	fast	907
decent	ramen	18
months	ago	1115
good	measure	11
tasty	food	752
chocolate	flavor	19
mouth	watering	570
dipped	sandwiches	575
great	sushi	21
egg	dishes	58
chopped	brisket	58
cutlet	bowl	16
okay	service	74
big	eaters	17
french	dips	585
weeks	ago	1219
parking	lot	2191
hakata	ramen	67
different	sandwiches	11
hot	pocket	12
special	burrito	18
amazing	bbq	73
good	looking	93
chashu	pork	77
house	noodles	19
red	salsa	64
best	dessert	12
tuna	sashimi	31
sour	soup	146
large	portion	77
entire	plate	48
fish	sauce	18
huge	crowd	11
super	long	168
extensive	menu	20
mexican	coke	354
fried	noodles	22
hot	tea	92
loved	food	16
fun	atmosphere	321
dente	noodles	12
got	fries	19
tender	meat	1080
long	table	11
umami	ketchup	575
angeles	area	43
try	food	13
bad	idea	50
lunch	today	119
gourmet	burger	95
eat	pork	187
delicious	burger	82
asada	tacos	448
wall	place	16
pork	bun	455
beautiful	decor	62
good	choice	201
tonkotsu	ramen	591
single	dip	14
vanilla	custard	26
best	bbq	4123
coffee	flavor	16
late	souffle	69
hatch	burger	436
great	value	545
tender	pork	311
ice	tea	1547
tasty	sandwich	11
great	touch	12
mouth	water	413
cal	italia	235
sweet	jesus	13
baked	beans	3215
red	chicken	12
bbq	spot	46
done	eating	104
good	ervice	12
eat	food	29
small	restaurant	1069
favorite	spots	15
boy	sandwich	18
white	meat	19
barbeque	sauce	15
